loss:0.007478983821019938, accuracy:0.9972057342529297, recall:0.9870195388793945, precision:0.9871930480003357
loss:0.005019765065899264, accuracy:0.9979156255722046, recall:0.9902588725090027, precision:0.9925233721733093
loss:0.004449300157302787, accuracy:0.9983413219451904, recall:0.992438018321991, precision:0.9923662543296814
loss:0.006792007014173578, accuracy:0.9975537657737732, recall:0.9899000525474548, precision:0.9872359037399292
loss:0.006030492509962642, accuracy:0.9978466033935547, recall:0.9899048209190369, precision:0.9899647235870361
loss:0.004557031505928535, accuracy:0.9981487989425659, recall:0.9914998412132263, precision:0.9919597506523132
loss:0.007055463282185883, accuracy:0.997437596321106, recall:0.9890161752700806, precision:0.9880061149597168
loss:0.005599372819433484, accuracy:0.9981657266616821, recall:0.9917585253715515, precision:0.9917328953742981
loss:0.005466606756945111, accuracy:0.9978076219558716, recall:0.990282416343689, precision:0.9905142188072205
loss:0.004337900120922313, accuracy:0.9984085559844971, recall:0.9937019944190979, precision:0.992996335029602
loss:0.007319976477847376, accuracy:0.998024046421051, recall:0.9929338097572327, precision:0.9908983111381531
loss:0.004110166300624769, accuracy:0.998633861541748, recall:0.9934384822845459, precision:0.9940317273139954
loss:0.00827641381900321, accuracy:0.9971128702163696, recall:0.9881462454795837, precision:0.9877622127532959
loss:0.00579446518392615, accuracy:0.9978505373001099, recall:0.9910157322883606, precision:0.9899824261665344
loss:0.005312010250354433, accuracy:0.9981427788734436, recall:0.9922362565994263, precision:0.9922882914543152
loss:0.004034395502030747, accuracy:0.9987990856170654, recall:0.9942992329597473, precision:0.9949259757995605
loss:0.006303818594524273, accuracy:0.9975056052207947, recall:0.9893597364425659, precision:0.9896859526634216
loss:0.006211725433477113, accuracy:0.9978611469268799, recall:0.9908000826835632, precision:0.9907653331756592
loss:0.006642291689531703, accuracy:0.9975020885467529, recall:0.9887911081314087, precision:0.9885523915290833
loss:0.004588070861809683, accuracy:0.9984944462776184, recall:0.9937810897827148, precision:0.9929332733154297
loss:0.005311679771284617, accuracy:0.9983497262001038, recall:0.9936404228210449, precision:0.9921583533287048
loss:0.00628754024128284, accuracy:0.9974209666252136, recall:0.988723874092102, precision:0.9884436726570129
loss:0.004248133389519353, accuracy:0.9984284043312073, recall:0.9930213689804077, precision:0.9931821227073669
loss:0.0035934876476176212, accuracy:0.9986982345581055, recall:0.9947913289070129, precision:0.9944772124290466
loss:0.0053686798196577006, accuracy:0.997992753982544, recall:0.9919238686561584, precision:0.991016149520874
loss:0.005571446744834247, accuracy:0.997951865196228, recall:0.9908422827720642, precision:0.9902071952819824
loss:0.0044576649252849165, accuracy:0.9986352920532227, recall:0.9943314790725708, precision:0.9935339093208313
loss:0.005241149103940188, accuracy:0.9982850551605225, recall:0.9924567341804504, precision:0.9931216239929199
loss:0.005798558694959865, accuracy:0.9981467723846436, recall:0.9920640587806702, precision:0.991542398929596
loss:0.005595347909384145, accuracy:0.9979370832443237, recall:0.991320013999939, precision:0.9908755421638489
loss:0.005775293134593085, accuracy:0.9978709816932678, recall:0.9905272722244263, precision:0.9911497831344604
loss:0.0054165581002780525, accuracy:0.9981067180633545, recall:0.9921854138374329, precision:0.990635335445404
loss:0.005453297527919858, accuracy:0.9980401396751404, recall:0.9912810921669006, precision:0.9908459782600403
loss:0.004894945495470893, accuracy:0.9983240962028503, recall:0.9922976493835449, precision:0.992701530456543
loss:0.003761794599831774, accuracy:0.9985766410827637, recall:0.9943139553070068, precision:0.9931137561798096
loss:0.0073491838509744415, accuracy:0.9977463483810425, recall:0.9902113676071167, precision:0.9890792369842529
loss:0.005328994379481173, accuracy:0.9979438781738281, recall:0.990492045879364, precision:0.9912101626396179
loss:0.005953282998975737, accuracy:0.9980278611183167, recall:0.9908364415168762, precision:0.9911090135574341
loss:0.0063068940384346205, accuracy:0.9978616833686829, recall:0.991400957107544, precision:0.9903929829597473
loss:0.004568649713000923, accuracy:0.9984809756278992, recall:0.9930441975593567, precision:0.9932170510292053
loss:0.004315277388941468, accuracy:0.9984079003334045, recall:0.9932260513305664, precision:0.9922043681144714
loss:0.004831083067738291, accuracy:0.9983099699020386, recall:0.9926020503044128, precision:0.9924494028091431
loss:0.006087542354753168, accuracy:0.9980319142341614, recall:0.9911797642707825, precision:0.9915220141410828
loss:0.006154899095454311, accuracy:0.9980086088180542, recall:0.991700291633606, precision:0.9915859699249268
loss:0.0038834171326197976, accuracy:0.9987856149673462, recall:0.994789183139801, precision:0.9944867491722107
loss:0.004738412088090627, accuracy:0.998177707195282, recall:0.9919041991233826, precision:0.9915390014648438
loss:0.004383515932072441, accuracy:0.9982873201370239, recall:0.9928436279296875, precision:0.9929434061050415
loss:0.005866503161496439, accuracy:0.9977443218231201, recall:0.9904378056526184, precision:0.9896729588508606
loss:0.005715069781026614, accuracy:0.9978962540626526, recall:0.9913992881774902, precision:0.9909121990203857
loss:0.005056966088209265, accuracy:0.998094379901886, recall:0.9930002093315125, precision:0.9908599853515625
loss:0.00525190399344865, accuracy:0.9982099533081055, recall:0.9919829964637756, precision:0.9916247129440308
loss:0.006121320001238928, accuracy:0.9979584813117981, recall:0.9902233481407166, precision:0.9914464950561523
loss:0.005365800992540244, accuracy:0.9980287551879883, recall:0.9921204447746277, precision:0.9907934069633484
loss:0.005376108032660341, accuracy:0.9980971217155457, recall:0.9921177625656128, precision:0.9909811019897461
loss:0.006804215948995988, accuracy:0.9978542923927307, recall:0.9910304546356201, precision:0.99114990234375
loss:0.004968348464290102, accuracy:0.998183012008667, recall:0.9926230907440186, precision:0.9923902750015259
loss:0.005043134319867022, accuracy:0.9978878498077393, recall:0.9901112914085388, precision:0.9905377626419067
loss:0.004635874155774218, accuracy:0.9983851909637451, recall:0.9939442276954651, precision:0.9926139712333679
loss:0.006132600926594023, accuracy:0.9978986978530884, recall:0.9915406107902527, precision:0.9896140098571777
loss:0.005890438696924321, accuracy:0.9982244372367859, recall:0.9919335246086121, precision:0.992581844329834
loss:0.0064472165626739296, accuracy:0.997569739818573, recall:0.9900533556938171, precision:0.9883357286453247
loss:0.005914851079578512, accuracy:0.9982180595397949, recall:0.99299556016922, precision:0.9913159012794495
loss:0.005643794006728058, accuracy:0.9981087446212769, recall:0.9917354583740234, precision:0.9920768737792969
loss:0.004939223862656945, accuracy:0.998132586479187, recall:0.991879940032959, precision:0.9915756583213806
loss:0.0050717745149904655, accuracy:0.9983513355255127, recall:0.9932143688201904, precision:0.9928112030029297
loss:0.005121363357202427, accuracy:0.9979948401451111, recall:0.9915508031845093, precision:0.9909135699272156
loss:0.007264425456114622, accuracy:0.9975625872612, recall:0.9888264536857605, precision:0.9891390800476074
loss:0.005765785891808264, accuracy:0.9979850053787231, recall:0.9915333986282349, precision:0.9910184741020203
loss:0.00545466817848137, accuracy:0.9981023669242859, recall:0.9924529790878296, precision:0.9906474947929382
loss:0.005332833260999905, accuracy:0.9980548024177551, recall:0.9911544322967529, precision:0.9922044277191162
loss:0.005947639388150492, accuracy:0.9976250529289246, recall:0.9903804063796997, precision:0.9890785813331604
loss:0.006497942334674462, accuracy:0.998295783996582, recall:0.9931636452674866, precision:0.992441713809967
loss:0.00601521895760925, accuracy:0.997816801071167, recall:0.9902600049972534, precision:0.9893126487731934
loss:0.005013253875686133, accuracy:0.998245894908905, recall:0.9923710227012634, precision:0.9919419884681702
loss:0.003825943196461594, accuracy:0.9987924695014954, recall:0.9943448901176453, precision:0.9952284097671509
loss:0.00550217612409142, accuracy:0.9982024431228638, recall:0.9936630725860596, precision:0.9898512959480286
loss:0.005443050430603762, accuracy:0.9980883598327637, recall:0.991546094417572, precision:0.991809070110321
loss:0.005826363974429114, accuracy:0.9981436729431152, recall:0.9916582107543945, precision:0.9917090535163879
loss:0.005036895923713019, accuracy:0.9981628060340881, recall:0.9917422533035278, precision:0.9917080998420715
loss:0.005991255579583594, accuracy:0.9978117346763611, recall:0.9906565546989441, precision:0.9900882244110107
loss:0.004767341808083074, accuracy:0.9984518885612488, recall:0.9920413494110107, precision:0.9936826825141907
loss:0.006304566416638409, accuracy:0.9981114268302917, recall:0.9921470284461975, precision:0.9919711947441101
loss:0.005626249634478882, accuracy:0.9979973435401917, recall:0.9917523860931396, precision:0.9909944534301758
loss:0.004702083548172595, accuracy:0.9984713792800903, recall:0.9931014180183411, precision:0.9936253428459167
loss:0.006882670213881284, accuracy:0.9978682398796082, recall:0.9909153580665588, precision:0.9896348118782043
loss:0.005196340631746352, accuracy:0.9979404211044312, recall:0.9909064769744873, precision:0.9919120669364929
loss:0.006628514758003803, accuracy:0.9972259998321533, recall:0.9878621697425842, precision:0.9886117577552795
loss:0.006086771636291815, accuracy:0.9978733062744141, recall:0.9904305934906006, precision:0.9897346496582031
loss:0.004960548275494148, accuracy:0.9982181191444397, recall:0.9924814105033875, precision:0.9917888641357422
loss:0.006367539191105606, accuracy:0.9977138042449951, recall:0.9898294806480408, precision:0.9895877838134766
loss:0.00704197277986168, accuracy:0.9975751042366028, recall:0.9901424050331116, precision:0.9895098805427551
loss:0.006242069205491134, accuracy:0.9977588653564453, recall:0.9901977181434631, precision:0.9889292120933533
loss:0.006670256927282026, accuracy:0.9979881644248962, recall:0.9916016459465027, precision:0.98954176902771
loss:0.0065704851618738755, accuracy:0.997486412525177, recall:0.9884434938430786, precision:0.9888435006141663
loss:0.00497550882089854, accuracy:0.9980247020721436, recall:0.9921371936798096, precision:0.991158127784729
loss:0.0054529796358383465, accuracy:0.9980659484863281, recall:0.9913472533226013, precision:0.9914823174476624
loss:0.006631736797016856, accuracy:0.9977654218673706, recall:0.9904698729515076, precision:0.9901708960533142
loss:0.005702449466862163, accuracy:0.9978698492050171, recall:0.9902478456497192, precision:0.9907813668251038
loss:0.005363979415851645, accuracy:0.9979936480522156, recall:0.9911863207817078, precision:0.9913389086723328
loss:0.005026860399484576, accuracy:0.9979490637779236, recall:0.9898526072502136, precision:0.9905611872673035
loss:0.00528826840964939, accuracy:0.9982935190200806, recall:0.9933973550796509, precision:0.9918696880340576
loss:0.004952418952761946, accuracy:0.9981766939163208, recall:0.9925954937934875, precision:0.9916442632675171
loss:0.005277610581697445, accuracy:0.9979071021080017, recall:0.9921189546585083, precision:0.9902461171150208
loss:0.004811521502988398, accuracy:0.9982506632804871, recall:0.9924947023391724, precision:0.992660641670227
loss:0.004368497312379986, accuracy:0.9982941150665283, recall:0.992774486541748, precision:0.9927374720573425
loss:0.006342001120583518, accuracy:0.997478187084198, recall:0.9897735118865967, precision:0.9888700842857361
loss:0.005424826602957182, accuracy:0.9983308911323547, recall:0.9931769967079163, precision:0.9931318163871765
loss:0.007073917900524976, accuracy:0.9974106550216675, recall:0.9894387722015381, precision:0.9896546006202698
loss:0.0072648417330856314, accuracy:0.9970666170120239, recall:0.9879328012466431, precision:0.9870567917823792
loss:0.006243177517017102, accuracy:0.9974097013473511, recall:0.9893755316734314, precision:0.9870015978813171
loss:0.004105566540147265, accuracy:0.9983466863632202, recall:0.9934486150741577, precision:0.9922996163368225
loss:0.004867502001525281, accuracy:0.9982298016548157, recall:0.9917270541191101, precision:0.992791473865509
loss:0.006745732853923983, accuracy:0.9977196455001831, recall:0.9895055294036865, precision:0.9905396699905396
loss:0.003912407817042549, accuracy:0.9987174868583679, recall:0.9947484135627747, precision:0.9940914511680603
loss:0.006911747320000359, accuracy:0.9978350400924683, recall:0.990942120552063, precision:0.9896910786628723
loss:0.0050157375763501474, accuracy:0.9981397986412048, recall:0.9919623136520386, precision:0.9915001392364502
loss:0.005017274934434681, accuracy:0.9982059001922607, recall:0.9915289878845215, precision:0.9923444390296936
loss:0.005744502906291018, accuracy:0.9980008602142334, recall:0.9910256862640381, precision:0.9916000962257385
loss:0.00493308208822782, accuracy:0.9983636736869812, recall:0.9934966564178467, precision:0.992297351360321
loss:0.006478907459468246, accuracy:0.9974589943885803, recall:0.9894334077835083, precision:0.9878439903259277
loss:0.006587111624598947, accuracy:0.9977453351020813, recall:0.9905099868774414, precision:0.9901025891304016
loss:0.0077045089833700335, accuracy:0.9972575902938843, recall:0.9884625673294067, precision:0.9875867366790771
loss:0.005668608806240627, accuracy:0.9978208541870117, recall:0.9913185834884644, precision:0.9911012649536133
loss:0.005398406128470015, accuracy:0.9982364177703857, recall:0.9929207563400269, precision:0.9915894269943237
loss:0.005274968698849989, accuracy:0.99822998046875, recall:0.9917470216751099, precision:0.9921545386314392
loss:0.004840249122062232, accuracy:0.9981855750083923, recall:0.9922204613685608, precision:0.9910935759544373
loss:0.004523696619262409, accuracy:0.9985901713371277, recall:0.994733989238739, precision:0.9933977127075195
loss:0.006032032342500315, accuracy:0.9980354309082031, recall:0.9915988445281982, precision:0.9913604259490967
loss:0.005501875472291431, accuracy:0.9978663921356201, recall:0.9920789003372192, precision:0.9904022812843323
loss:0.004042779690107637, accuracy:0.998510479927063, recall:0.9944739937782288, precision:0.9935011267662048
loss:0.0043515931639740305, accuracy:0.9984433650970459, recall:0.993249773979187, precision:0.9936085939407349
loss:0.006244084143208966, accuracy:0.9978101849555969, recall:0.9917688369750977, precision:0.9910286664962769
loss:0.005425094939646442, accuracy:0.9982101321220398, recall:0.9920826554298401, precision:0.9921415448188782
loss:0.004601901457763233, accuracy:0.9986761808395386, recall:0.9937224388122559, precision:0.9943420886993408
loss:0.006066038967287568, accuracy:0.9977251887321472, recall:0.9896050691604614, precision:0.9906399250030518
loss:0.005985792413275704, accuracy:0.9977696537971497, recall:0.9917741417884827, precision:0.9892494678497314
loss:0.0053464080923095025, accuracy:0.9982402324676514, recall:0.9936187267303467, precision:0.9917683005332947
loss:0.010186235156443218, accuracy:0.9971798658370972, recall:0.9888328313827515, precision:0.9858489632606506
loss:0.005115452350783017, accuracy:0.9980294704437256, recall:0.9917470216751099, precision:0.989867627620697
loss:0.0051795436975498885, accuracy:0.9979693293571472, recall:0.9912312626838684, precision:0.9912170171737671
loss:0.005866215655651104, accuracy:0.9981087446212769, recall:0.9917096495628357, precision:0.9922077059745789
loss:0.005071142335764307, accuracy:0.9982551336288452, recall:0.9917888641357422, precision:0.9924226999282837
loss:0.005675842563668994, accuracy:0.9976979494094849, recall:0.9892698526382446, precision:0.9899889230728149
loss:0.004557701903449924, accuracy:0.9984287023544312, recall:0.9935482740402222, precision:0.9925020933151245
loss:0.006115625809488847, accuracy:0.998020589351654, recall:0.9908813238143921, precision:0.9918570518493652
loss:0.005013027236327616, accuracy:0.9980178475379944, recall:0.9918462038040161, precision:0.9917770028114319
loss:0.004828609162668727, accuracy:0.9981022477149963, recall:0.9910510182380676, precision:0.9916254281997681
loss:0.0055975484359987605, accuracy:0.997920036315918, recall:0.9917539954185486, precision:0.9908467531204224
loss:0.005624301996303985, accuracy:0.9979208111763, recall:0.9908660054206848, precision:0.9899457097053528
loss:0.005352881184726357, accuracy:0.9981939196586609, recall:0.9923995137214661, precision:0.9916356205940247
loss:0.005254159750920735, accuracy:0.9980698227882385, recall:0.9914115071296692, precision:0.9916669130325317
loss:0.005234467063137345, accuracy:0.9981986880302429, recall:0.9910925030708313, precision:0.9934718608856201
loss:0.005341303593322664, accuracy:0.9979231953620911, recall:0.9914774894714355, precision:0.9910849332809448
loss:0.0041810490784973805, accuracy:0.9983527660369873, recall:0.9928063750267029, precision:0.9932659864425659
loss:0.004206844477221239, accuracy:0.9984636306762695, recall:0.9931102395057678, precision:0.9937511086463928
loss:0.005703910901902418, accuracy:0.9979991912841797, recall:0.9908801913261414, precision:0.9911257028579712
loss:0.0065440715044769605, accuracy:0.9980137348175049, recall:0.991257905960083, precision:0.991460919380188
loss:0.0050699222103276044, accuracy:0.9982624053955078, recall:0.9932129383087158, precision:0.9917135238647461
loss:0.0046896744204150305, accuracy:0.9984614253044128, recall:0.99310702085495, precision:0.9935815334320068
loss:0.004839050978571322, accuracy:0.9983438849449158, recall:0.9936243891716003, precision:0.9922197461128235
loss:0.00439940854447741, accuracy:0.9982850551605225, recall:0.9927341938018799, precision:0.9927164316177368
loss:0.004799096449139597, accuracy:0.9982399344444275, recall:0.9922503232955933, precision:0.9918472766876221
loss:0.0039230772592236465, accuracy:0.9983813762664795, recall:0.9926055669784546, precision:0.9929570555686951
loss:0.004733507772707526, accuracy:0.9983347058296204, recall:0.9926093816757202, precision:0.9922038912773132
loss:0.0054486864503269315, accuracy:0.998030424118042, recall:0.9912325143814087, precision:0.9910268187522888
loss:0.004846133293813182, accuracy:0.9983565807342529, recall:0.9936240911483765, precision:0.9924104809761047
loss:0.005986265958035801, accuracy:0.9980635643005371, recall:0.9915436506271362, precision:0.9916768670082092
loss:0.005847822247083059, accuracy:0.9977403879165649, recall:0.991043746471405, precision:0.9891838431358337
loss:0.005946412857656469, accuracy:0.9980020523071289, recall:0.991631269454956, precision:0.9902704358100891
loss:0.007086457318046087, accuracy:0.9975829720497131, recall:0.9902592897415161, precision:0.9896841049194336
loss:0.006809870712404517, accuracy:0.997451901435852, recall:0.9884387254714966, precision:0.9890883564949036
loss:0.008272301303395579, accuracy:0.9968698620796204, recall:0.9853394031524658, precision:0.9846914410591125
loss:0.0045247869023160095, accuracy:0.9983876347541809, recall:0.9937200546264648, precision:0.9926559925079346
loss:0.0065997222380519815, accuracy:0.9982050061225891, recall:0.9928956627845764, precision:0.9928835034370422
loss:0.007400768139632419, accuracy:0.9976799488067627, recall:0.9888297319412231, precision:0.9894872903823853
loss:0.006562154325001757, accuracy:0.9979009628295898, recall:0.9910843372344971, precision:0.9901005625724792
loss:0.005908616947672272, accuracy:0.9976761937141418, recall:0.9891286492347717, precision:0.9895347952842712
loss:0.0052586700908977945, accuracy:0.9981990456581116, recall:0.9909068942070007, precision:0.993632972240448
loss:0.0038716453334200194, accuracy:0.9986184239387512, recall:0.9949733018875122, precision:0.9936768412590027
loss:0.0038112938328140446, accuracy:0.9985000491142273, recall:0.993914008140564, precision:0.9927640557289124
loss:0.0045042855037081605, accuracy:0.9983186721801758, recall:0.9933557510375977, precision:0.9921556711196899
loss:0.006590854947389744, accuracy:0.997617781162262, recall:0.9897661209106445, precision:0.9901219010353088
loss:0.005338300772741604, accuracy:0.9983680248260498, recall:0.9934111833572388, precision:0.9926698207855225
loss:0.0060728786470099294, accuracy:0.9974967837333679, recall:0.9901514053344727, precision:0.9881737232208252
loss:0.005905872748940055, accuracy:0.9981145262718201, recall:0.9926583170890808, precision:0.9916526675224304
loss:0.00914746127104081, accuracy:0.9972914457321167, recall:0.9891611337661743, precision:0.9870385527610779
loss:0.006433373849440613, accuracy:0.998314619064331, recall:0.9929167628288269, precision:0.9917731285095215
loss:0.004668626008005958, accuracy:0.9984689950942993, recall:0.9935749769210815, precision:0.9932816624641418
loss:0.0037059318198771505, accuracy:0.998627245426178, recall:0.9939183592796326, precision:0.9941055178642273
loss:0.006010287488361427, accuracy:0.9978794455528259, recall:0.9894076585769653, precision:0.9916251301765442
loss:0.00711105546494764, accuracy:0.997452437877655, recall:0.9900321960449219, precision:0.9891715049743652
loss:0.0055061140071120465, accuracy:0.9981220960617065, recall:0.9913227558135986, precision:0.9924501776695251
loss:0.0044558647583016866, accuracy:0.9983116984367371, recall:0.9924854040145874, precision:0.9927297234535217
loss:0.005756079512930228, accuracy:0.9980762004852295, recall:0.9926580786705017, precision:0.9917322397232056
loss:0.004346116559499933, accuracy:0.9984785318374634, recall:0.9934611320495605, precision:0.9935046434402466
loss:0.006273244689091371, accuracy:0.9976102113723755, recall:0.9894259572029114, precision:0.9891784191131592
loss:0.005993254839504516, accuracy:0.9977763295173645, recall:0.9898808598518372, precision:0.9903742671012878
loss:0.005389260402589571, accuracy:0.9978610873222351, recall:0.9902235865592957, precision:0.9907788634300232
loss:0.007610277389130715, accuracy:0.997654914855957, recall:0.9903001189231873, precision:0.9891433715820312
loss:0.004965120956940155, accuracy:0.9981051683425903, recall:0.9918277263641357, precision:0.9914717674255371
loss:0.006593503319645606, accuracy:0.9976856708526611, recall:0.9892672300338745, precision:0.989348828792572
loss:0.00390144416840144, accuracy:0.998540461063385, recall:0.9937649965286255, precision:0.9934453368186951
loss:0.006154899078310337, accuracy:0.998124361038208, recall:0.9926336407661438, precision:0.9916714429855347
loss:0.005436123989557018, accuracy:0.9981231689453125, recall:0.9921589493751526, precision:0.9919165372848511
loss:0.003774026081237025, accuracy:0.9987914562225342, recall:0.9943733215332031, precision:0.9945045113563538
loss:0.006500821844044821, accuracy:0.9976906180381775, recall:0.9908854365348816, precision:0.9892240166664124
loss:0.004906581735212967, accuracy:0.9985867738723755, recall:0.9935948848724365, precision:0.9938482642173767
loss:0.0043030927690597305, accuracy:0.9986711740493774, recall:0.9944837093353271, precision:0.9941133856773376
loss:0.008100145906437319, accuracy:0.9976463317871094, recall:0.9895459413528442, precision:0.989395022392273
loss:0.0059942324864641705, accuracy:0.9977515339851379, recall:0.9908287525177002, precision:0.9894132614135742
loss:0.004143402816389426, accuracy:0.9985867142677307, recall:0.994827151298523, precision:0.992918848991394
loss:0.005004239379968567, accuracy:0.9985189437866211, recall:0.9938216805458069, precision:0.993686854839325
loss:0.006472838657059583, accuracy:0.9976226687431335, recall:0.9890825152397156, precision:0.9902074933052063
loss:0.005981579129529564, accuracy:0.9978736042976379, recall:0.9906460642814636, precision:0.9900246858596802
loss:0.00471091851093206, accuracy:0.998212993144989, recall:0.9928135275840759, precision:0.9912978410720825
loss:0.005230876824634833, accuracy:0.9984075427055359, recall:0.9936007261276245, precision:0.9924391508102417
loss:0.008769156146572641, accuracy:0.9973256587982178, recall:0.9881290793418884, precision:0.9869480729103088
loss:0.004960775515282876, accuracy:0.9980474710464478, recall:0.9907823801040649, precision:0.9924810528755188
loss:0.005245225482212845, accuracy:0.9982392191886902, recall:0.9926568865776062, precision:0.9923644661903381
loss:0.005392660835568676, accuracy:0.9983307719230652, recall:0.9926517009735107, precision:0.992106556892395
loss:0.006817867346962885, accuracy:0.9977050423622131, recall:0.9891999363899231, precision:0.9901601672172546
loss:0.005709488221036736, accuracy:0.9978182911872864, recall:0.991229236125946, precision:0.9896599650382996
loss:0.004137629132465008, accuracy:0.9985814690589905, recall:0.9942150115966797, precision:0.9934822916984558
loss:0.005461462472367202, accuracy:0.9980424046516418, recall:0.9919971227645874, precision:0.9900954365730286
loss:0.004201930520939641, accuracy:0.9984579086303711, recall:0.9925128221511841, precision:0.9936164021492004
loss:0.005576698307722836, accuracy:0.9979279637336731, recall:0.9908879399299622, precision:0.990885853767395
loss:0.0053129347143294585, accuracy:0.9980103969573975, recall:0.9915534853935242, precision:0.9907855987548828
loss:0.004828627764763951, accuracy:0.9984142780303955, recall:0.9933385848999023, precision:0.993305504322052
loss:0.006743647627263272, accuracy:0.9974260330200195, recall:0.9886518120765686, precision:0.9879840612411499
loss:0.004789726697872539, accuracy:0.998236894607544, recall:0.9929775595664978, precision:0.9917287230491638
loss:0.005826455271017039, accuracy:0.9981927871704102, recall:0.9924924373626709, precision:0.9921618700027466
loss:0.006292234227948938, accuracy:0.9979497790336609, recall:0.9905266165733337, precision:0.9914574027061462
loss:0.006074713680854984, accuracy:0.9978649020195007, recall:0.990829586982727, precision:0.9912168383598328
loss:0.004869330885053386, accuracy:0.9982466697692871, recall:0.9914301037788391, precision:0.992491602897644
loss:0.005707560692208062, accuracy:0.9981234669685364, recall:0.9921671748161316, precision:0.9916142821311951
loss:0.0066867682610700285, accuracy:0.9979532361030579, recall:0.9914931058883667, precision:0.9913095831871033
loss:0.005209186019728804, accuracy:0.9982936382293701, recall:0.9931213855743408, precision:0.9923425912857056
loss:0.00675927147006405, accuracy:0.9975653886795044, recall:0.9890670776367188, precision:0.989438533782959
loss:0.005809919811490545, accuracy:0.9980080723762512, recall:0.991696834564209, precision:0.9908733367919922
loss:0.004178389500766571, accuracy:0.9984335899353027, recall:0.9929908514022827, precision:0.9934842586517334
loss:0.004255026940263633, accuracy:0.9984930753707886, recall:0.9942799806594849, precision:0.9927783608436584
loss:0.005240528108970466, accuracy:0.9980177879333496, recall:0.9907280802726746, precision:0.9917464852333069
loss:0.007934630463259963, accuracy:0.9978700876235962, recall:0.9908170700073242, precision:0.9918248653411865
loss:0.005103395734113292, accuracy:0.9983049631118774, recall:0.9924474358558655, precision:0.9926998019218445
loss:0.006005698484873392, accuracy:0.9979265928268433, recall:0.9900189638137817, precision:0.9908227920532227
loss:0.005474969369442988, accuracy:0.9983258843421936, recall:0.9925999045372009, precision:0.9916625022888184
loss:0.005993464009716263, accuracy:0.9980996251106262, recall:0.9918200969696045, precision:0.991212010383606
loss:0.004934312131772458, accuracy:0.9984443187713623, recall:0.9934144616127014, precision:0.9925835132598877
loss:0.0050105852225169655, accuracy:0.9984299540519714, recall:0.9935060143470764, precision:0.9921633005142212
loss:0.00582187795252139, accuracy:0.9981030821800232, recall:0.9903614521026611, precision:0.991024374961853
loss:0.005636788751055519, accuracy:0.9979543685913086, recall:0.9919522404670715, precision:0.9900128245353699
loss:0.005123132644753241, accuracy:0.9982383251190186, recall:0.9916393756866455, precision:0.9924799203872681
loss:0.005204569789675588, accuracy:0.9981205463409424, recall:0.9925901293754578, precision:0.9904934763908386
loss:0.005211774986328237, accuracy:0.9980328679084778, recall:0.9917909502983093, precision:0.9905698895454407
loss:0.005445286053791278, accuracy:0.9979314208030701, recall:0.9909451603889465, precision:0.9920164942741394
loss:0.005506252240511458, accuracy:0.9980005621910095, recall:0.9913183450698853, precision:0.990911066532135
loss:0.005328287429094871, accuracy:0.998157799243927, recall:0.9924240112304688, precision:0.991443395614624
loss:0.005564000321865024, accuracy:0.9980310797691345, recall:0.9910019636154175, precision:0.9908689856529236
loss:0.006182863942931363, accuracy:0.9978254437446594, recall:0.9917136430740356, precision:0.9904295206069946
loss:0.004950234059015202, accuracy:0.9982763528823853, recall:0.9929677248001099, precision:0.9926561713218689
loss:0.0053526919389878455, accuracy:0.9980262517929077, recall:0.9916369915008545, precision:0.991102397441864
loss:0.004517183805353398, accuracy:0.9984039068222046, recall:0.993567168712616, precision:0.9932727813720703
loss:0.005740298421251282, accuracy:0.9979612231254578, recall:0.9923737645149231, precision:0.9906920194625854
loss:0.005669823962721239, accuracy:0.9979230761528015, recall:0.9899064898490906, precision:0.9918941259384155
loss:0.006940030599616875, accuracy:0.9978087544441223, recall:0.9900164008140564, precision:0.9900934100151062
loss:0.004539542698621517, accuracy:0.9984351992607117, recall:0.9933926463127136, precision:0.9926941990852356
loss:0.004977909514682324, accuracy:0.9980646371841431, recall:0.9915783405303955, precision:0.9912023544311523
loss:0.007500859219262566, accuracy:0.9976661205291748, recall:0.9904526472091675, precision:0.9893555045127869
loss:0.003620020350044797, accuracy:0.9988202452659607, recall:0.9949660897254944, precision:0.9948582053184509
loss:0.00455875509102043, accuracy:0.9983911514282227, recall:0.9935531616210938, precision:0.9929401874542236
loss:0.00834199028632611, accuracy:0.9971835613250732, recall:0.9870033860206604, precision:0.9883838295936584
loss:0.006762966455235073, accuracy:0.9981755018234253, recall:0.9919930696487427, precision:0.9924432039260864
loss:0.005414550347122713, accuracy:0.9981669187545776, recall:0.9920731782913208, precision:0.991573691368103
loss:0.006993589734311172, accuracy:0.9976323246955872, recall:0.9894059300422668, precision:0.9891183972358704
loss:0.004992759095407564, accuracy:0.9983022212982178, recall:0.9929207563400269, precision:0.9926556944847107
loss:0.005079370952971658, accuracy:0.9979748129844666, recall:0.9922826886177063, precision:0.9905328154563904
loss:0.007216151833636104, accuracy:0.9979017972946167, recall:0.9907951354980469, precision:0.9905543923377991
loss:0.005402357359380403, accuracy:0.9984210133552551, recall:0.9929201006889343, precision:0.99310302734375
loss:0.005600501426815754, accuracy:0.9981387853622437, recall:0.9917750358581543, precision:0.9922268390655518
loss:0.006085523481497148, accuracy:0.997951090335846, recall:0.9906660318374634, precision:0.9912591576576233
loss:0.00440048982002736, accuracy:0.9984831213951111, recall:0.9935609102249146, precision:0.9931660294532776
